Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R168,2.2kΩ,R_0603,140.3,-72.7,0.0,top
R17,10kΩ,R_0402,69.6,-34.5,180.0,top
R18,10kΩ,R_0402,75.9,-34.5,0.0,top
R19,10kΩ,R_0402,84.4,-34.5,180.0,top
R2,10kΩ,R_0402,65.0,-31.9,-90.0,top
R20,10kΩ,R_0402,90.2,-34.5,180.0,top
R21,10kΩ,R_0402,95.5,-34.5,180.0,top
R22,10kΩ,R_0402,71.7,-34.5,0.0,top
R23,10kΩ,R_0402,73.8,-34.5,180.0,top
R24,10kΩ,R_0402,78.6,-34.5,180.0,top
R25,10kΩ,R_0402,80.7,-34.5,0.0,top
R26,10kΩ,R_0402,86.5,-34.5,0.0,top
R27,10kΩ,R_0402,92.3,-34.5,0.0,top
R28,10kΩ,R_0402,69.55,-44.5,180.0,top
R29,10kΩ,R_0402,75.85,-44.5,0.0,top
R3,10kΩ,R_0402,59.95,-41.9,-90.0,top
R30,10kΩ,R_0402,84.35,-44.5,180.0,top
R31,10kΩ,R_0402,90.15,-44.5,180.0,top
R32,10kΩ,R_0402,95.45,-44.5,180.0,top
R33,10kΩ,R_0402,71.65,-44.5,0.0,top
R34,10kΩ,R_0402,73.75,-44.5,180.0,top
R35,10kΩ,R_0402,78.55,-44.5,180.0,top
R36,10kΩ,R_0402,80.65,-44.5,0.0,top
R37,10kΩ,R_0402,86.45,-44.5,0.0,top
R38,10kΩ,R_0402,92.25,-44.5,0.0,top
R39,10kΩ,R_0402,69.6,-54.5,180.0,top
